item,lvl,ID,catSeq,Finnish,English,TDOI
399,4,N05AF03,110,Klooriprotikseeni,chlorprothixene,undefined
400,4,N05AF05,120,Tsuklopentiksoli,zuclopenthixol,undefined
401,4,N05AL01,130,Sulpiridi,sulpiride,undefined
402,4,N05AL05,135,Amisulpridi,amisulpride,NOTDOI
403,4,N05AL03,137,Tiapridi,tiapride,NOTDOI
404,4,N05AG02,140,Pimotsidi,pimozide,undefined
405,4,N05AA03,150,Promatsiini,promazine,NOTDOI
406,4,N05AC02,160,Tioridatsiini,thioridazine,NOTDOI
407,3,N2AB,20,Uudemmat (epätyypilliset) psykoosilääkkeet,,undefined
408,4,N05AE03,10,Sertindoli,sertindole,undefined
409,4,N05AE04,20,Tsiprasidoni,ziprasidone,undefined
410,4,N05AE05,30,Lurasidoni,lurasidone,NOTDOI
411,4,N05AH01,40,Loksapiini,loxapine,NOTDOI
412,4,N05AH02,50,Klotsapiini,clozapine,undefined
413,4,N05AH03,60,Olantsapiini,olanzapine,undefined
414,4,N05AH04,70,Ketiapiini,quetiapine,undefined
415,4,N05AH05,80,Asenapiini,asenapine,NOTDOI
416,4,N05AX08,90,Risperidoni,risperidone,undefined
417,4,N05AX12,100,Aripipratsoli,aripiprazole,undefined
418,4,N05AX13,110,Paliperidoni,paliperidone,undefined
419,4,N05AX15,120,Karipratsiini,cariprazine,NOTDOI
420,4,N05AX16,130,Brekspipratsoli,brexpiprazole,NOTDOI
421,3,N05AN01,30,Litium,lithium,undefined
422,2,N2B,20,Rauhoittavat lääkkeet,,undefined
423,3,N2BA,10,Bentsodiatsepiinit,,undefined
424,4,N05BA01,10,Diatsepaami,diazepam,undefined
425,4,N05BA02,20,Klooridiatsepoksidi,chlordiazepoxide,undefined
426,4,N05BA04,30,Oksatsepaami,oxazepam,undefined
427,4,N05BA05,40,Kaliumkloratsepaatti,potassium clorazepate,NOTDOI
428,4,N05BA06,50,Loratsepaami,lorazepam,undefined
429,4,N05BA08,60,Bromatsepaami,bromazepam,NOTDOI
430,4,N05BA12,70,Alpratsolaami,alprazolam,undefined
431,3,N05BB01,20,Hydroksitsiini,hydroxyzine,undefined
432,3,N05BE01,30,Buspironi,buspirone,undefined
433,2,N2C,30,Unilääkkeet,,undefined
434,3,N2CA,10,Bentsodiatsepiinit,,undefined
435,4,N05CD02,10,Nitratsepaami,nitrazepam,undefined
436,4,N05CD05,20,Triatsolaami,triazolam,undefined
437,4,N05CD07,30,Tematsepaami,temazepam,undefined
438,4,N05CD08,40,Midatsolaami,midazolam,undefined
439,4,N05CD14,50, Remimatsolaami,remimazolam,NOTDOI
440,3,N2CB,20,Bentsodiatsepiinien kaltaiset unilääkkeet,,undefined
441,4,N05CF01,10,Tsopikloni,zopiclone,undefined
442,4,N05CF02,20,Tsolpideemi,zolpidem,undefined
443,4,N05CF03,30,Tsaleploni,zaleplon,undefined
444,3,N2CC,30,Muut unilääkkeet,,undefined
445,4,N05CC01,10,Kloraalihydraatti,chloral hydrate,NOTDOI
446,4,N05CH01,20,Melatoniini,melatonin,undefined
447,4,N05CH03,30,Tasimelteoni,tasimelteon,NOTDOI
448,4,N05CJ03,31,Daridoreksantti ,daridorexant,NOTDOI
449,4,N05CM02,40,Klometiatsoli,clomethiazole,NOTDOI
450,4,N05CM06,50,Propiomatsiini,propiomazine,NOTDOI
451,4,N05CM09,60,Valeriaana,Valerianae radix,undefined
452,4,R06AA09,70,Doksylamiini,doxylamine,NOTDOI
453,2,N2D,40,Masennuslääkkeet,,undefined
454,3,N2DA,10,Tri- ja tetrasykliset masennuslääkkeet,,undefined
455,4,N06AA02,10,Imipramiini,imipramine,NOTDOI
456,4,N06AA04,20,Klomipramiini,clomipramine,undefined
457,4,N06AA06,30,Trimipramiini,trimipramine,undefined
458,4,N06AA07,40,Lofepramiini,lofepramine,NOTDOI
459,4,N06AA09,50,Amitriptyliini,amitriptyline,undefined
460,4,N06AA10,60,Nortriptyliini,nortriptyline,undefined
461,4,N06AA12,70,Doksepiini,doxepin,undefined
462,4,N06AA21,80,Maprotiliini,maprotiline,NOTDOI
463,3,N2DB,20,Selektiiviset serotoniinin takaisinoton estäjät (SSRI),,undefined
464,4,N06AB03,10,Fluoksetiini,fluoxetine,undefined
465,4,N06AB04,20,Sitalopraami,citalopram,undefined
466,4,N06AB05,30,Paroksetiini,paroxetine,undefined
467,4,N06AB06,40,Sertraliini,sertraline,undefined
468,4,N06AB08,50,Fluvoksamiini,fluvoxamine,undefined
469,4,N06AB10,60,Essitalopraami,escitalopram,undefined
470,3,N2DF,21,Serotoniinin ja noradrenaliinin takaisinoton estäjät (SNRI),,NOTDOI
471,4,N06AX16,10,Venlafaksiini,venlafaxine,undefined
472,4,N06AX17,12,Milnasipraani,milnacipran,undefined
473,4,N06AX21,13,Duloksetiini ,duloxetine,undefined
474,3,N2DC,30,Selektiiviset MAO:n estäjät,,undefined
475,4,N06AG02,10,Moklobemidi,moclobemide,undefined
476,3,N2DD,40,Muut masennuslääkkeet,,undefined
477,4,N05AL01,8,Sulpiridi,sulpiride,undefined
478,4,N06AF04,8,Tranyylikypromiini ,tranylcypromine,NOTDOI
479,4,N06AX01,9,Oksitriptaani ,oxitriptan,NOTDOI
480,4,N06AX03,10,Mianseriini,mianserin,undefined
481,4,N06AX05,20,Tratsodoni,trazodone,undefined
482,4,N06AX11,30,Mirtatsapiini,mirtazapine,undefined
483,4,N06AX12,40,Bupropioni,bupropion,undefined
484,4,N06AX14,50,Tianeptiini,tianeptine,NOTDOI
485,4,N06AX18,80,Reboksetiini,reboxetine,undefined
486,4,N06AX22,100,Agomelatiini,agomelatine,undefined
487,4,N06AX25,110,Mäkikuisma,Hyperici herba,NOTDOI
488,4,N06AX26,120,Vortioksetiini,vortioxetine,NOTDOI
489,4,N06AX27,130,Esketamiini ,esketamine,NOTDOI
490,3,N2DE,50,Masennuslääkkeen ja muun psyykenlääkkeen yhdistelmät,,undefined
491,4,N06CA01,10,Amitriptyliini ja muu psyykenlääke,amitriptyline and psycholeptics,undefined
492,2,N2E,50,Epilepsialääkkeet,,undefined
493,3,N2EA,10,Hydantoiinijohdokset,,undefined
494,4,N03AB02,10,Fenytoiini,phenytoin,undefined
495,4,N03AB05,20,Fosfenytoiini,fosphenytoin,undefined
496,3,N2EB,20,Bentsodiatsepiinit,,undefined
497,4,N03AE01,10,Klonatsepaami,clonazepam,undefined
498,4,N05BA01,10,Diatsepaami,diazepam,undefined
499,4,N05BA06,10,Loratsepaami,lorazepam,undefined
500,4,N05CD08,10,Midatsolaami,midazolam,undefined
501,4,N05BA09,20,Klobatsaami,clobazam,undefined
502,3,N2EC,30,Karboksamidijohdokset,,undefined
503,4,N03AF01,10,Karbamatsepiini,carbamazepine,undefined
504,4,N03AF02,20,Okskarbatsepiini,oxcarbazepine,undefined
505,4,N03AF03,30,Rufinamidi,rufinamide,undefined
506,4,N03AF04,40,Eslikarbatsepiini,eslicarbazepine,NOTDOI
507,3,N2ED,40,Rasvahappojohdokset,,undefined
508,4,N03AG01,10,Valproiinihappo,valproic acid,undefined
509,4,N03AG04,20,Vigabatriini,vigabatrin,undefined
510,4,N03AG06,30,Tiagabiini,tiagabine,undefined
511,3,N2EE,50,Muut epilepsialääkkeet,,undefined
512,4,N03AA02,10,Fenobarbitaali,phenobarbital,undefined
513,4,N03AA03,20,Primidoni,primidone,undefined
514,4,N03AD01,30,Etosuksimidi,ethosuximide,NOTDOI
515,4,N03AX03,40,Sultiaami,sultiame,undefined
516,4,N03AX09,50,Lamotrigiini,lamotrigine,undefined
517,4,N03AX10,60,Felbamaatti,felbamate,undefined
518,4,N03AX11,70,Topiramaatti,topiramate,undefined
519,4,N02BF01,80,Gabapentiini,gabapentin,NOTDOI
520,4,N03AX14,90,Levetirasetaami,levetiracetam,undefined
521,4,N03AX15,100,Tsonisamidi,zonisamide,undefined
522,4,N02BF02,110,Pregabaliini,pregabalin,NOTDOI
523,4,N03AX17,120,Stiripentoli,stiripentol,undefined
524,4,N03AX18,130,Lakosamidi,lacosamide,undefined
525,4,N03AX21,140,Retigabiini,retigabine,NOTDOI
526,4,N03AX22,150,Perampaneeli,perampanel,NOTDOI
527,4,N03AX23,160,Brivarasetaami,brivaracetam,NOTDOI
528,4,N03AX24,161,Kannabidioli,cannabidiol,NOTDOI
529,4,N03AX25,170,Senobamaatti,cenobamate,NOTDOI
530,4,N03AX26,180,Fenfluramiini,fenfluramine,NOTDOI
531,4,N03AX27,181,Ganaksoloni,ganaxolone,NOTDOI
532,4,N03AX31,182,Kaliumbromidi,ATCDDD N/A,NOTDOI
533,2,N2F,60,Parkinsonismilääkkeet,,undefined
534,3,N2FA,10,Antikolinergit,,undefined
535,4,N04AA01,10,Triheksifenidyyli,trihexyphenidyl,NOTDOI
536,4,N04AA02,20,Biperideeni,biperiden,undefined
537,4,N04AA04,30,Prosyklidiini,procyclidine,NOTDOI
538,3,N2FB,20,Dopaminergiset lääkkeet,,undefined
539,4,N04BA02,10,Levodopa ja dekarboksylaasin estäjä,levodopa and decarboxylase inhibitor,undefined
540,4,N04BA03,20,"Levodopa, dekarboksylaasin estäjä ja COMT-estäjä","levodopa, decarboxylase inhibitor and COMT inhibitor",undefined
541,4,N04BA07,21,Foslevodopa ja dekarboksylaasin estäjä,foslevodopa and decarboxylase inhibitor,NOTDOI
542,4,N04BB01,30,Amantadiini,amantadine,undefined
543,4,G02CB01,39,Bromokriptiini,bromocriptine,undefined
544,4,N04BC01,40,Bromokriptiini,bromocriptine,undefined
545,4,N04BC04,50,Ropiniroli,ropinirole,undefined
546,4,N04BC05,60,Pramipeksoli,pramipexole,undefined
547,4,N04BC06,70,Kabergoliini,cabergoline,undefined
548,4,N04BC07,80,Apomorfiini,apomorphine,NOTDOI
549,4,N04BC09,90,Rotigotiini,rotigotine,undefined
550,4,N04BX01,100,Tolkaponi,tolcapone,undefined
551,4,N04BX02,110,Entakaponi,entacapone,undefined
552,4,N04BX04,120,Opikaponi,opicapone,NOTDOI
553,3,N2FC,30,MAO-B:n estäjät,,undefined
554,4,N04BD01,10,Selegiliini,selegiline,undefined
555,4,N04BD02,20,Rasagiliini,rasagiline,undefined
556,4,N04BD03,30,Safinamidi,safinamide,NOTDOI
557,2,N2G,64,Alzheimerin taudin lääkkeet,,undefined
558,3,N2GA,10,Antikoliiniesteraasit (AKE:n estäjät),,NOTDOI
559,4,N06DA02,10,Donepetsiili,donepezil,undefined
560,4,N06DA03,20,Rivastigmiini,rivastigmine,undefined
561,4,N06DA04,30,Galantamiini,galantamine,undefined
562,3,N06DX01,20,Memantiini,memantine,undefined
563,3,N06DX04,21,Lekanemabi,lecanemab,NOTDOI
564,2,N2O,65,MS-taudin lääkkeet,,NOTDOI
565,3,L01DB07,10,Mitoksantroni,mitoxantrone,undefined
566,3,L03AB07,20,Interferonibeeta-1a,interferon beta-1a,undefined
567,3,L03AB08,30,Interferonibeeta-1b,interferon beta-1b,undefined
568,3,L03AB13,40,Peginterferonibeeta-1a,peginterferon beta-1a,NOTDOI
569,3,L03AX13,50,Glatirameeriasetaatti,glatiramer acetate,undefined
570,3,L04AG03,60,Natalitsumabi,natalizumab,NOTDOI
571,3,L04AE01,70,Fingolimodi,fingolimod,NOTDOI
572,3,L04AK02,80,Teriflunomidi,teriflunomide,NOTDOI
573,3,L04AG06,90,Alemtutsumabi,alemtuzumab,NOTDOI
574,3,L04AG08,100,Okrelitsumabi,ocrelizumab,NOTDOI
575,3,L04AA40,110,Kladribiini,cladribine,NOTDOI
576,3,L04AE04,119,Ponesimodi,ponesimod,NOTDOI
577,3,L04AE03,120,Siponimodi,siponimod,NOTDOI
578,3,L04AG12,120,Ofatumumabi,ofatumumab,NOTDOI
579,3,L04AG14,121,Ublituksimabi,ublituximab,NOTDOI
580,3,L04AX07,128,Dimetyylifumaraatti,dimethyl fumarate,NOTDOI
581,3,L04AX09,129,Diroksimeelifumaraatti,diroximel fumarate,NOTDOI
582,3,N02BG10,140,Kannabinoidit,cannabinoids,NOTDOI
583,3,N07XX07,141,Fampridiini,fampridine,NOTDOI
584,2,N2H,80,ADHD-lääkkeet,,undefined
585,3,C02AC02,10,Guanfasiini,guanfacine,NOTDOI
586,3,N06BA02,20,Deksamfetamiini,dexamfetamine,NOTDOI
587,3,N06BA04,30,Metyylifenidaatti,methylphenidate,undefined
588,3,N06BA09,40,Atomoksetiini,atomoxetine,undefined
589,3,N06BA12,50,Lisdeksamfetamiini,lisdexamfetamine,NOTDOI
590,2,N2N,81,Narkolepsialääkkeet,,NOTDOI
591,3,N06BA07,10,Modafiniili,modafinil,NOTDOI
592,3,N06BA14,10,Solriamfetoli,solriamfetol,NOTDOI
593,3,N07XX11,13,Pitolisantti,pitolisant,NOTDOI
594,3,N07XX04,14,Natriumoksibaatti (hydroksivoihappo),sodium oxybate,undefined
595,2,N2J,90,Riippuvuuden hoitoon tarkoitetut lääkkeet,,undefined
596,3,N2JA,10,Nikotiiniriippuvuuden hoito,,undefined
597,4,N06AX12,10,Bupropioni,bupropion,undefined
598,4,N07BA01,20,Nikotiini,nicotine,undefined
599,4,N07BA03,30,Varenikliini,varenicline,undefined
600,3,N2JB,20,Alkoholiriippuvuuden hoito,,undefined
601,4,N07BB01,10,Disulfiraami,disulfiram,undefined
602,4,N07BB03,20,Akamprosaatti,acamprosate,NOTDOI
603,4,N07BB04,30,Naltreksoni,naltrexone,undefined
604,4,N07BB05,40,Nalmefeeni,nalmefene,NOTDOI
605,3,N2JC,30,Opioidiriippuvuuden hoito,,undefined
606,4,N07BC01,10,Buprenorfiini,buprenorphine,NOTDOI
607,4,N07BC05,10,Levometadoni,levomethadone,NOTDOI
608,4,N07BC02,20,Metadoni,methadone,undefined
609,4,N07BC04,30,Lofeksidiini,lofexidine,NOTDOI
610,4,N07BC51,40,"Buprenorfiini, yhdistelmävalmisteet","buprenorphine, combinations",undefined
611,2,N2K,100,Huimauslääkkeet,,undefined
612,3,N07CA01,10,Betahistiini,betahistine,undefined
613,3,N07CA03,20,Flunaritsiini,flunarizine,NOTDOI
614,3,N07CA52,30,"Sinnaritsiini, yhdistelmävalmisteet","cinnarizine, combinations",NOTDOI
615,2,N2L,110,Parasympatomimeetit,,undefined
616,3,N07AA01,10,Neostigmiini,neostigmine,NOTDOI
617,3,N07AA02,20,Pyridostigmiini,pyridostigmine,undefined
618,3,N07AA03,30,Distigmiini,distigmine,undefined
619,3,N07AA30,40,Ambenoni,ambenonium,undefined
620,3,N07AA51,50,"Neostigmiini, yhdistelmävalmisteet","neostigmine, combinations",undefined
621,3,N07AB02,60,Betanekoliini,bethanechol,NOTDOI
622,3,N07AX01,70,Pilokarpiini,pilocarpine,undefined
623,2,N2M,120,Muut hermostoon vaikuttavat lääkkeet,,undefined
624,3,N06BA14,9,Solriamfetoli,solriamfetol,NOTDOI
625,3,N06BC01,10,Kofeiini,caffeine,undefined
626,3,N06BX03,11,Pirasetaami,piracetam,undefined
627,3,N06BX13,12,Idebenoni,idebenone,NOTDOI
628,3,N07XX05,12,Amifampridiini,amifampridine,NOTDOI
629,3,N07XX02,13,Rilutsoli,riluzole,undefined
630,3,N07XX06,13,Tetrabenatsiini,tetrabenazine,NOTDOI
631,3,N07XX07,14,Fampridiini,fampridine,NOTDOI
632,3,N07XX08,15,Tafamidiisi,tafamidis,NOTDOI
633,3,N07XX12,16,Patisiraani,patisiran,NOTDOI
634,3,N07XX15,16,Inoterseeni,inotersen,NOTDOI
635,3,N07XX18,17,Vutrisiraani ,vutrisiran,NOTDOI
636,3,N07XX21,18,Eplonterseeni,eplontersen,NOTDOI
637,3,N07XX22,18,Toferseeni,tofersen,NOTDOI
638,3,N07XX25,19,Omaveloksoloni,omaveloxolone,NOTDOI
639,3,A16AB21,20,Atidarsageeniautotemseeli ,atidarsagene autotemcel,NOTDOI
640,3,L04AG16,21,Rotsanoliksitsumabi,rozanolixizumab,NOTDOI
641,3,V03AX04,21,Difelikefaliini,difelikefalin,NOTDOI
642,1,J1A,4,Bakteerilääkkeet,,undefined
643,2,J1AA,10,Tetrasykliinit,,undefined
644,3,J01AA02,10,Doksisykliini,doxycycline,undefined
645,3,J01AA04,20,Lymesykliini,lymecycline,undefined
646,3,J01AA07,30,Tetrasykliini,tetracycline,undefined
647,3,J01AA08,40,Minosykliini,minocycline,NOTDOI
648,3,J01AA12,50,Tigesykliini,tigecycline,undefined
649,3,J01AA13,60,Eravasykliini,eravacycline,NOTDOI
650,2,J1AB,10,Penisilliinit,,undefined
651,3,J1ABA,10,Laajaspektriset penisilliinit,,undefined
652,4,J01CA01,10,Ampisilliini,ampicillin,undefined
653,4,J01CA04,20,Amoksisilliini,amoxicillin,undefined
654,3,J1ABB,20,Beetalaktamaasiherkät penisilliinit,,undefined
655,4,J01CE01,10,Bentsyylipenisilliini,benzylpenicillin,undefined
656,4,J01CE02,20,Fenoksimetyylipenisilliini,phenoxymethylpenicillin,undefined
657,4,J01CE08,30,Bentsyylipenisilliinibentsatiini,benzathine benzylpenicillin,undefined
658,4,J01CE09,40,Prokaiinipenisilliini,procaine benzylpenicillin,undefined
659,3,J1ABC,30,Beetalaktamaasiresistentit penisilliinit,,undefined
660,4,J01CF01,10,Dikloksasilliini,dicloxacillin,undefined
661,4,J01CF02,20,Kloksasilliini,cloxacillin,undefined
662,4,J01CF05,30,Flukloksasilliini,flucloxacillin,NOTDOI
663,3,J1ABD,40,Penisilliinien yhdistelmävalmisteet,,undefined
664,4,J01CR01,20,Ampisilliini ja beetalaktamaasin estäjä,ampicillin and beta-lactamase inhibitor,NOTDOI
665,4,J01CR02,30,Amoksisilliini ja beetalaktamaasin estäjä,amoxicillin and beta-lactamase inhibitor,undefined
666,4,J01CR03,40,Tikarsilliini ja beetalaktamaasin estäjä,ticarcillin and beta-lactamase inhibitor,NOTDOI
667,4,J01CR05,50,Piperasilliini ja beetalaktamaasin estäjä,piperacillin and beta-lactamase inhibitor,undefined
668,2,J1AC,10,Muut beetalaktaamirakenteiset bakteerilääkkeet,,undefined
669,3,J01CA08,10,Pivmesillinaami,pivmecillinam,undefined
670,3,J1ACA,10,Ensimmäisen polven kefalosporiinit,,undefined
671,4,J01DB01,10,Kefaleksiini,cefalexin,undefined
672,4,J01DB03,20,Kefalotiini,cefalotin,NOTDOI
673,4,J01DB04,30,Kefatsoliini,cefazolin,NOTDOI
674,4,J01DB05,40,Kefadroksiili,cefadroxil,undefined
675,3,J1ACB,20,Toisen polven kefalosporiinit,,undefined
676,4,J01DC01,10,Kefoksitiini,cefoxitin,NOTDOI
677,4,J01DC02,10,Kefuroksiimi,cefuroxime,undefined
678,4,J01DC04,20,Kefaklori,cefaclor,undefined
679,3,J1ACC,30,Kolmannen polven kefalosporiinit,,undefined
680,4,J01DD01,10,Kefotaksiimi,cefotaxime,NOTDOI
681,4,J01DD02,20,Keftatsidiimi,ceftazidime,undefined
682,4,J01DD04,30,"Keftriaksoni, myös yhdistelmävalmisteet",ceftriaxone,NOTDOI
683,4,J01DD52,40,Keftatsidiimi ja beetalaktamaasin estäjä,ceftazidime and beta-lactamase inhibitor,NOTDOI
684,3,J1ACD,40,Neljännen polven kefalosporiinit,,undefined
685,4,J01DE01,10,Kefepiimi,cefepime,undefined
686,4,J01DE51,11,Kefepiimi ja enmetatsobaktaami,cefepime and beta-lactamase inhibitor,NOTDOI
687,3,J1ACG,50,"Muut kefalosporiinit, myös yhdistelmävalmisteet",,NOTDOI
688,4,J01DI01,10,Keftobiprolimedokariili,ceftobiprole medocaril,NOTDOI
689,4,J01DI02,20,Keftaroliinifosamiili,ceftaroline fosamil,NOTDOI
690,4,J01DI04,30,Kefiderokoli,cefiderocol,NOTDOI
691,4,J01DI54,40,Keftolotsaani ja beetalaktamaasin estäjä,ceftolozane and beta-lactamase inhibitor,NOTDOI
692,3,J1ACE,60,Monobaktaamit,,undefined
693,4,J01DF01,10,Atstreonaami,aztreonam,undefined
694,4,J01DF51,11,Atstreonaami ja beetalaktamaasin estäjä,aztreonam and beta-lactamase inhibitor,NOTDOI
695,3,J1ACF,70,Karbapeneemit,,undefined
696,4,J01DH02,10,Meropeneemi,meropenem,undefined
697,4,J01DH52,10,Meropeneemi ja vaborbaktaami,meropenem and vaborbactam,NOTDOI
698,4,J01DH03,20,Ertapeneemi,ertapenem,undefined
699,4,J01DH04,30,Doripeneemi,doripenem,undefined
700,4,J01DH51,40,Imipeneemi ja silastatiini,imipenem and cilastatin,undefined
701,4,J01DH56,60,"Imipeneemi, silastatiini ja relebaktaami","imipenem, cilastatin and relebactam",NOTDOI
702,2,J1AD,10,Sulfonamidit ja trimetopriimi,,undefined
703,3,J01EA01,10,Trimetopriimi,trimethoprim,undefined
704,3,J01EC02,15,Sulfadiatsiini,sulfadiazine,NOTDOI
705,3,J1ADA,20,Sulfonamidin ja trimetopriimin yhdistelmät,,undefined
706,4,J01EE01,10,Sulfametoksatsoli ja trimetopriimi,sulfamethoxazole and trimethoprim,undefined
707,4,J01EE02,20,Sulfadiatsiini ja trimetopriimi,sulfadiazine and trimethoprim,undefined
708,2,J1AE,10,Makrolidit,,undefined
709,3,J01FA01,10,Erytromysiini,erythromycin,undefined
710,3,J01FA02,20,Spiramysiini,spiramycin,undefined
711,3,J01FA06,30,Roksitromysiini,roxithromycin,undefined
712,3,J01FA09,40,Klaritromysiini,clarithromycin,undefined
713,3,J01FA10,50,Atsitromysiini,azithromycin,undefined
714,3,J01FA15,60,Telitromysiini,telithromycin,undefined
715,2,J1AG,10,Aminoglykosidit,,undefined
716,3,J01GA01,10,Streptomysiini,streptomycin,NOTDOI
717,3,J01GB01,20,Tobramysiini,tobramycin,undefined
718,3,J01GB03,30,Gentamisiini,gentamicin,undefined
719,3,J01GB05,31,Neomysiini,neomycin,NOTDOI
720,3,J01GB06,40,Amikasiini,amikacin,undefined
721,3,J01GB07,50,Netilmisiini,netilmicin,undefined
722,2,J1AH,20,Fluorokinolonit,,undefined
723,3,J01MA01,10,Ofloksasiini,ofloxacin,undefined
724,3,J01MA02,20,Siprofloksasiini,ciprofloxacin,undefined
725,3,J01MA06,30,Norfloksasiini,norfloxacin,undefined
726,3,J01MA12,40,Levofloksasiini,levofloxacin,undefined
727,3,J01MA14,50,Moksifloksasiini,moxifloxacin,undefined
728,3,J01MA23,60,Delafloksasiini,delafloxacin,NOTDOI
729,2,J1AK,40,Peptidoglykaanit,,undefined
730,3,J01XA01,10,Vankomysiini,vancomycin,undefined
731,3,J01XA02,20,Teikoplaniini,teicoplanin,undefined
732,3,J01XA04,30,Dalbavansiini,dalbavancin,NOTDOI
733,3,J01XA05,40,Oritavansiini,oritavancin,NOTDOI
734,2,J1AL,40,Muut bakteerilääkkeet,,undefined
735,3,A07AA11,10,Rifaksimiini ,rifaximin,undefined
736,3,A07AA12,10,Fidaksomisiini,fidaxomicin,NOTDOI
737,3,J01XB01,10,Kolistiini,colistin,NOTDOI
738,3,J01XC01,20,Fusidiinihappo,fusidic acid,undefined
739,3,J01FF01,29,Klindamysiini,clindamycin,undefined
740,3,J01XD01,30,Metronidatsoli,metronidazole,undefined
741,3,J01XE01,40,Nitrofurantoiini,nitrofurantoin,undefined
742,3,J01XX01,50,Fosfomysiini,fosfomycin,NOTDOI
743,3,J01XX05,70,Metenamiini,methenamine,undefined
744,3,J01XX08,80,Linetsolidi,linezolid,undefined
745,3,J01XX09,90,Daptomysiini,daptomycin,undefined
746,3,J01XX11,100,Teditsolidi,tedizolid,NOTDOI
747,3,J01XX12,110,Lefamuliini,lefamulin,NOTDOI
748,2,D1DA,50,"Paikalliset antibiootit, kemoterapia",,undefined
749,3,D06AX01,10,Fusidiinihappo,fusidic acid,undefined
750,3,D06AX04,20,Neomysiini,neomycin,undefined
751,3,D06AX07,30,Gentamisiini,gentamicin,NOTDOI
752,3,D06AX09,40,Mupirosiini,mupirocin,undefined
753,3,D06AX13,50,Retapamuliini,retapamulin,NOTDOI
754,3,D06BA01,60,Hopeasulfadiatsiini,silver sulfadiazine,undefined
755,3,D06BB10,70,Imikimodi,imiquimod,undefined
756,3,D06BX01,80,Metronidatsoli,metronidazole,undefined
757,3,D06BX03,100,Tirbanibuliini,tirbanibulin,NOTDOI
758,3,L01AA05,101,Kloorimetiini,chlormethine,NOTDOI
759,3,L01BC02,102,Fluorourasiili,fluorouracil,undefined
760,3,L01BC52,102,"Fluorourasiili, yhdistelmävalmisteet","fluorouracil, combinations",NOTDOI
761,3,L01XD03,103,Metyyliaminolevulinaatti,methyl aminolevulinate,undefined
762,3,L01XD04,103,Aminolevuliinihappo,aminolevulinic acid,undefined
763,1,J1B,5,Sienilääkkeet,,undefined
764,2,J1BB,10,Systeemiset sienilääkkeet,,undefined
765,3,J04BA02,10,Dapsoni,dapsone,undefined
766,3,J1BA,10,Imidatsoli- ja triatsolijohdokset,,undefined
767,4,J02AB02,10,Ketokonatsoli,ketoconazole,undefined
768,4,J02AC01,20,Flukonatsoli,fluconazole,undefined
769,4,J02AC02,30,Itrakonatsoli,itraconazole,undefined
770,4,J02AC03,40,Vorikonatsoli,voriconazole,undefined
771,4,J02AC04,50,Posakonatsoli,posaconazole,undefined
772,4,J02AC05,60,Isavukonatsoli,isavuconazole,NOTDOI
773,3,D01BA01,20,Griseofulviini,griseofulvin,NOTDOI
774,3,D01BA02,30,Terbinafiini,terbinafine,undefined
775,3,J02AA01,40,Amfoterisiini,amphotericin B,undefined
776,3,J02AX01,41,Flusytosiini,flucytosine,NOTDOI
777,3,J02AX04,50,Kaspofungiini,caspofungin,undefined
778,3,J02AX05,60,Mikafungiini,micafungin,undefined
779,3,J02AX06,70,Anidulafungiini,anidulafungin,undefined
780,3,J02AX08,71,Retsafungiini,rezafungin acetate,NOTDOI
781,3,P01AX06,71,Atovakoni,atovaquone,NOTDOI
782,3,P01CX01,72,Pentamidiini-isetionaatti,pentamidine isethionate,NOTDOI
783,2,D1BA,20,Paikalliset sienilääkkeet,,undefined
784,3,D01AA02,10,Natamysiini,natamycin,undefined
785,3,D01AC01,20,Klotrimatsoli,clotrimazole,undefined
786,3,D01AC02,30,Mikonatsoli,miconazole,undefined
787,3,D01AC03,40,Ekonatsoli,econazole,undefined
788,3,D01AC07,50,Tiokonatsoli,tioconazole,undefined
789,3,D01AC08,60,Ketokonatsoli,ketoconazole,undefined
790,3,D01AC10,70,Bifonatsoli,bifonazole,NOTDOI
791,3,D01AC20,80,Sienilääke ja kortikosteroidi,imidazoles/triazoles in combination with corticosteroids,undefined
792,3,D01AE02,90,Metyylirosaniliini,methylrosaniline,NOTDOI
793,3,D01AE14,100,Siklopiroksi,ciclopirox,undefined
794,3,D01AE15,110,Terbinafiini,terbinafine,undefined
795,3,D01AE16,120,Amorolfiini,amorolfine,undefined
796,3,D01AE20,130,Muut sienilääkkeiden yhdistelmävalmisteet,combinations,NOTDOI
797,1,J1D,6,Viruslääkkeet,,undefined
798,2,J0AB,10,Herpes/sytomegalo/Ebstein-Barr -lääkkeet,,undefined
799,3,J05AB01,10,Asikloviiri,aciclovir,undefined
800,3,J05AB06,20,Gansikloviiri,ganciclovir,undefined
801,3,J05AB09,30,Famsikloviiri,famciclovir,undefined
802,3,J05AB11,40,Valasikloviiri,valaciclovir,undefined
803,3,J05AB12,50,Sidofoviiri,cidofovir,NOTDOI
804,3,J05AB14,60,Valgansikloviiri,valganciclovir,undefined
805,3,J05AD01,70,Foskarnetti,foscarnet,NOTDOI
806,3,J05AX10,71,Maribaviiri,maribavir,NOTDOI
807,3,J05AX18,80,Letermoviiri,letermovir,NOTDOI
808,2,J0ABA,11, B-hepatiittilääkkeet,,NOTDOI
809,3,J05AF05,10,Lamivudiini,lamivudine,undefined
810,3,J05AF07,10,Tenofoviiridisoproksiili,tenofovir disoproxil,undefined
