item,lvl,ID,catSeq,Finnish,English,TDOI
427,4,N05BA05,40,Kaliumkloratsepaatti,potassium clorazepate,09928
428,4,N05BA06,50,Loratsepaami,lorazepam,00547
429,4,N05BA08,60,Bromatsepaami,bromazepam,09254
430,4,N05BA12,70,Alpratsolaami,alprazolam,00839
431,3,N05BB01,20,Hydroksitsiini,hydroxyzine,01685
432,3,N05BE01,30,Buspironi,buspirone,00008
433,2,N2C,30,Unilääkkeet,,01423
434,3,N2CA,10,Bentsodiatsepiinit,,00048
435,4,N05CD02,10,Nitratsepaami,nitrazepam,01653
436,4,N05CD05,20,Triatsolaami,triazolam,00069
437,4,N05CD07,30,Tematsepaami,temazepam,01259
438,4,N05CD08,40,Midatsolaami,midazolam,01093
439,4,N05CD14,50, Remimatsolaami,remimazolam,10526
440,3,N2CB,20,Bentsodiatsepiinien kaltaiset unilääkkeet,,00308
441,4,N05CF01,10,Tsopikloni,zopiclone,01028
442,4,N05CF02,20,Tsolpideemi,zolpidem,01256
443,4,N05CF03,30,Tsaleploni,zaleplon,01472
444,3,N2CC,30,Muut unilääkkeet,,00124
445,4,N05CC01,10,Kloraalihydraatti,chloral hydrate,08942
446,4,N05CH01,20,Melatoniini,melatonin,00345
447,4,N05CH03,30,Tasimelteoni,tasimelteon,09676
448,4,N05CJ03,31,Daridoreksantti ,daridorexant,10809
449,4,N05CM02,40,Klometiatsoli,clomethiazole,03500
450,4,N05CM06,50,Propiomatsiini,propiomazine,09178
451,4,N05CM09,60,Valeriaana,Valerianae radix,01354
452,4,R06AA09,70,Doksylamiini,doxylamine,09541
453,2,N2D,40,Masennuslääkkeet,,01545
454,3,N2DA,10,Tri- ja tetrasykliset masennuslääkkeet,,01610
455,4,N06AA02,10,Imipramiini,imipramine,09878
456,4,N06AA04,20,Klomipramiini,clomipramine,00620
457,4,N06AA06,30,Trimipramiini,trimipramine,01414
458,4,N06AA07,40,Lofepramiini,lofepramine,03441
459,4,N06AA09,50,Amitriptyliini,amitriptyline,00087
460,4,N06AA10,60,Nortriptyliini,nortriptyline,00685
461,4,N06AA12,70,Doksepiini,doxepin,00321
462,4,N06AA21,80,Maprotiliini,maprotiline,09879
463,3,N2DB,20,Selektiiviset serotoniinin takaisinoton estäjät (SSRI),,01372
464,4,N06AB03,10,Fluoksetiini,fluoxetine,00683
465,4,N06AB04,20,Sitalopraami,citalopram,00097
466,4,N06AB05,30,Paroksetiini,paroxetine,01054
467,4,N06AB06,40,Sertraliini,sertraline,00413
468,4,N06AB08,50,Fluvoksamiini,fluvoxamine,00759
469,4,N06AB10,60,Essitalopraami,escitalopram,01328
470,3,N2DF,21,Serotoniinin ja noradrenaliinin takaisinoton estäjät (SNRI),,11144
471,4,N06AX16,10,Venlafaksiini,venlafaxine,00607
472,4,N06AX17,12,Milnasipraani,milnacipran,00324
473,4,N06AX21,13,Duloksetiini ,duloxetine,00809
474,3,N2DC,30,Selektiiviset MAO:n estäjät,,00505
475,4,N06AG02,10,Moklobemidi,moclobemide,00466
476,3,N2DD,40,Muut masennuslääkkeet,,00006
477,4,N05AL01,8,Sulpiridi,sulpiride,01599
478,4,N06AF04,8,Tranyylikypromiini ,tranylcypromine,11212
479,4,N06AX01,9,Oksitriptaani ,oxitriptan,11224
480,4,N06AX03,10,Mianseriini,mianserin,00463
481,4,N06AX05,20,Tratsodoni,trazodone,00618
482,4,N06AX11,30,Mirtatsapiini,mirtazapine,01167
483,4,N06AX12,40,Bupropioni,bupropion,00172
484,4,N06AX14,50,Tianeptiini,tianeptine,09360
485,4,N06AX18,80,Reboksetiini,reboxetine,00679
486,4,N06AX22,100,Agomelatiini,agomelatine,01112
487,4,N06AX25,110,Mäkikuisma,Hyperici herba,09255
488,4,N06AX26,120,Vortioksetiini,vortioxetine,09539
489,4,N06AX27,130,Esketamiini ,esketamine,10219
490,3,N2DE,50,Masennuslääkkeen ja muun psyykenlääkkeen yhdistelmät,,01042
491,4,N06CA01,10,Amitriptyliini ja muu psyykenlääke,amitriptyline and psycholeptics,00878
492,2,N2E,50,Epilepsialääkkeet,,00855
493,3,N2EA,10,Hydantoiinijohdokset,,00040
494,4,N03AB02,10,Fenytoiini,phenytoin,00246
495,4,N03AB05,20,Fosfenytoiini,fosphenytoin,01497
496,3,N2EB,20,Bentsodiatsepiinit,,00622
497,4,N03AE01,10,Klonatsepaami,clonazepam,00336
498,4,N05BA01,10,Diatsepaami,diazepam,00820
499,4,N05BA06,10,Loratsepaami,lorazepam,00547
500,4,N05CD08,10,Midatsolaami,midazolam,01093
501,4,N05BA09,20,Klobatsaami,clobazam,01381
502,3,N2EC,30,Karboksamidijohdokset,,01491
503,4,N03AF01,10,Karbamatsepiini,carbamazepine,01575
504,4,N03AF02,20,Okskarbatsepiini,oxcarbazepine,00050
505,4,N03AF03,30,Rufinamidi,rufinamide,00756
506,4,N03AF04,40,Eslikarbatsepiini,eslicarbazepine,09059
507,3,N2ED,40,Rasvahappojohdokset,,00201
508,4,N03AG01,10,Valproiinihappo,valproic acid,00752
509,4,N03AG04,20,Vigabatriini,vigabatrin,00437
510,4,N03AG06,30,Tiagabiini,tiagabine,01117
511,3,N2EE,50,Muut epilepsialääkkeet,,00603
512,4,N03AA02,10,Fenobarbitaali,phenobarbital,01401
513,4,N03AA03,20,Primidoni,primidone,00846
514,4,N03AD01,30,Etosuksimidi,ethosuximide,03429
515,4,N03AX03,40,Sultiaami,sultiame,01085
516,4,N03AX09,50,Lamotrigiini,lamotrigine,00176
517,4,N03AX10,60,Felbamaatti,felbamate,00695
518,4,N03AX11,70,Topiramaatti,topiramate,01173
519,4,N02BF01,80,Gabapentiini,gabapentin,10869
520,4,N03AX14,90,Levetirasetaami,levetiracetam,01696
521,4,N03AX15,100,Tsonisamidi,zonisamide,00393
522,4,N02BF02,110,Pregabaliini,pregabalin,10868
523,4,N03AX17,120,Stiripentoli,stiripentol,00386
524,4,N03AX18,130,Lakosamidi,lacosamide,00400
525,4,N03AX21,140,Retigabiini,retigabine,09228
526,4,N03AX22,150,Perampaneeli,perampanel,09229
527,4,N03AX23,160,Brivarasetaami,brivaracetam,09727
528,4,N03AX24,161,Kannabidioli,cannabidiol,10785
529,4,N03AX25,170,Senobamaatti,cenobamate,10523
530,4,N03AX26,180,Fenfluramiini,fenfluramine,10499
531,4,N03AX27,181,Ganaksoloni,ganaxolone,11052
532,4,N03AX31,182,Kaliumbromidi,ATCDDD N/A,11182
533,2,N2F,60,Parkinsonismilääkkeet,,00061
534,3,N2FA,10,Antikolinergit,,00918
535,4,N04AA01,10,Triheksifenidyyli,trihexyphenidyl,03443
536,4,N04AA02,20,Biperideeni,biperiden,01195
537,4,N04AA04,30,Prosyklidiini,procyclidine,03492
538,3,N2FB,20,Dopaminergiset lääkkeet,,00849
539,4,N04BA02,10,Levodopa ja dekarboksylaasin estäjä,levodopa and decarboxylase inhibitor,00537
540,4,N04BA03,20,"Levodopa, dekarboksylaasin estäjä ja COMT-estäjä","levodopa, decarboxylase inhibitor and COMT inhibitor",01332
541,4,N04BA07,21,Foslevodopa ja dekarboksylaasin estäjä,foslevodopa and decarboxylase inhibitor,11154
542,4,N04BB01,30,Amantadiini,amantadine,01352
543,4,G02CB01,39,Bromokriptiini,bromocriptine,00426
544,4,N04BC01,40,Bromokriptiini,bromocriptine,01442
545,4,N04BC04,50,Ropiniroli,ropinirole,00558
546,4,N04BC05,60,Pramipeksoli,pramipexole,00151
547,4,N04BC06,70,Kabergoliini,cabergoline,00676
548,4,N04BC07,80,Apomorfiini,apomorphine,09230
549,4,N04BC09,90,Rotigotiini,rotigotine,00332
550,4,N04BX01,100,Tolkaponi,tolcapone,00925
551,4,N04BX02,110,Entakaponi,entacapone,01069
552,4,N04BX04,120,Opikaponi,opicapone,09688
553,3,N2FC,30,MAO-B:n estäjät,,00908
554,4,N04BD01,10,Selegiliini,selegiline,00143
555,4,N04BD02,20,Rasagiliini,rasagiline,01024
556,4,N04BD03,30,Safinamidi,safinamide,09856
557,2,N2G,64,Alzheimerin taudin lääkkeet,,01570
558,3,N2GA,10,Antikoliiniesteraasit (AKE:n estäjät),,08916
559,4,N06DA02,10,Donepetsiili,donepezil,01020
560,4,N06DA03,20,Rivastigmiini,rivastigmine,00129
561,4,N06DA04,30,Galantamiini,galantamine,01377
562,3,N06DX01,20,Memantiini,memantine,00755
563,3,N06DX04,21,Lekanemabi,lecanemab,11229
564,2,N2O,65,MS-taudin lääkkeet,,10659
565,3,L01DB07,10,Mitoksantroni,mitoxantrone,00936
566,3,L03AB07,20,Interferonibeeta-1a,interferon beta-1a,00638
567,3,L03AB08,30,Interferonibeeta-1b,interferon beta-1b,01316
568,3,L03AB13,40,Peginterferonibeeta-1a,peginterferon beta-1a,09546
569,3,L03AX13,50,Glatirameeriasetaatti,glatiramer acetate,00841
570,3,L04AG03,60,Natalitsumabi,natalizumab,
571,3,L04AE01,70,Fingolimodi,fingolimod,
572,3,L04AK02,80,Teriflunomidi,teriflunomide,09359
573,3,L04AG06,90,Alemtutsumabi,alemtuzumab,
574,3,L04AG08,100,Okrelitsumabi,ocrelizumab,
575,3,L04AA40,110,Kladribiini,cladribine,10575
576,3,L04AE04,119,Ponesimodi,ponesimod,
577,3,L04AE03,120,Siponimodi,siponimod,
578,3,L04AG12,120,Ofatumumabi,ofatumumab,10533
579,3,L04AG14,121,Ublituksimabi,ublituximab,11048
580,3,L04AX07,128,Dimetyylifumaraatti,dimethyl fumarate,10556
581,3,L04AX09,129,Diroksimeelifumaraatti,diroximel fumarate,10651
582,3,N02BG10,140,Kannabinoidit,cannabinoids,09138
583,3,N07XX07,141,Fampridiini,fampridine,09145
584,2,N2H,80,ADHD-lääkkeet,,00778
585,3,C02AC02,10,Guanfasiini,guanfacine,09615
586,3,N06BA02,20,Deksamfetamiini,dexamfetamine,08884
587,3,N06BA04,30,Metyylifenidaatti,methylphenidate,00141
588,3,N06BA09,40,Atomoksetiini,atomoxetine,00075
589,3,N06BA12,50,Lisdeksamfetamiini,lisdexamfetamine,09467
590,2,N2N,81,Narkolepsialääkkeet,,10733
591,3,N06BA07,10,Modafiniili,modafinil,03421
592,3,N06BA14,10,Solriamfetoli,solriamfetol,10235
593,3,N07XX11,13,Pitolisantti,pitolisant,09675
594,3,N07XX04,14,Natriumoksibaatti (hydroksivoihappo),sodium oxybate,01236
595,2,N2J,90,Riippuvuuden hoitoon tarkoitetut lääkkeet,,01495
596,3,N2JA,10,Nikotiiniriippuvuuden hoito,,00241
597,4,N06AX12,10,Bupropioni,bupropion,00172
598,4,N07BA01,20,Nikotiini,nicotine,00174
599,4,N07BA03,30,Varenikliini,varenicline,00884
600,3,N2JB,20,Alkoholiriippuvuuden hoito,,01530
601,4,N07BB01,10,Disulfiraami,disulfiram,00131
602,4,N07BB03,20,Akamprosaatti,acamprosate,03465
603,4,N07BB04,30,Naltreksoni,naltrexone,00487
604,4,N07BB05,40,Nalmefeeni,nalmefene,09342
605,3,N2JC,30,Opioidiriippuvuuden hoito,,00488
606,4,N07BC01,10,Buprenorfiini,buprenorphine,09769
607,4,N07BC05,10,Levometadoni,levomethadone,10998
608,4,N07BC02,20,Metadoni,methadone,00821
609,4,N07BC04,30,Lofeksidiini,lofexidine,09256
610,4,N07BC51,40,"Buprenorfiini, yhdistelmävalmisteet","buprenorphine, combinations",01694
611,2,N2K,100,Huimauslääkkeet,,01403
612,3,N07CA01,10,Betahistiini,betahistine,00291
613,3,N07CA03,20,Flunaritsiini,flunarizine,03478
614,3,N07CA52,30,"Sinnaritsiini, yhdistelmävalmisteet","cinnarizine, combinations",09571
615,2,N2L,110,Parasympatomimeetit,,01577
616,3,N07AA01,10,Neostigmiini,neostigmine,09063
617,3,N07AA02,20,Pyridostigmiini,pyridostigmine,00997
618,3,N07AA03,30,Distigmiini,distigmine,00398
619,3,N07AA30,40,Ambenoni,ambenonium,01140
620,3,N07AA51,50,"Neostigmiini, yhdistelmävalmisteet","neostigmine, combinations",00227
621,3,N07AB02,60,Betanekoliini,bethanechol,09947
622,3,N07AX01,70,Pilokarpiini,pilocarpine,01479
623,2,N2M,120,Muut hermostoon vaikuttavat lääkkeet,,00080
624,3,N06BA14,9,Solriamfetoli,solriamfetol,10235
625,3,N06BC01,10,Kofeiini,caffeine,01655
626,3,N06BX03,11,Pirasetaami,piracetam,01678
627,3,N06BX13,12,Idebenoni,idebenone,09857
628,3,N07XX05,12,Amifampridiini,amifampridine,10362
629,3,N07XX02,13,Rilutsoli,riluzole,00238
630,3,N07XX06,13,Tetrabenatsiini,tetrabenazine,08897
631,3,N07XX07,14,Fampridiini,fampridine,09145
632,3,N07XX08,15,Tafamidiisi,tafamidis,09702
633,3,N07XX12,16,Patisiraani,patisiran,10159
634,3,N07XX15,16,Inoterseeni,inotersen,10196
635,3,N07XX18,17,Vutrisiraani ,vutrisiran,10804
636,3,N07XX21,18,Eplonterseeni,eplontersen,11222
637,3,N07XX22,18,Toferseeni,tofersen,11171
638,3,N07XX25,19,Omaveloksoloni,omaveloxolone,11163
639,3,A16AB21,20,Atidarsageeniautotemseeli ,atidarsagene autotemcel,10687
640,3,L04AG16,21,Rotsanoliksitsumabi,rozanolixizumab,11155
641,3,V03AX04,21,Difelikefaliini,difelikefalin,10746
642,1,J1A,4,Bakteerilääkkeet,,00643
643,2,J1AA,10,Tetrasykliinit,,01426
644,3,J01AA02,10,Doksisykliini,doxycycline,01163
645,3,J01AA04,20,Lymesykliini,lymecycline,00790
646,3,J01AA07,30,Tetrasykliini,tetracycline,00387
647,3,J01AA08,40,Minosykliini,minocycline,08966
648,3,J01AA12,50,Tigesykliini,tigecycline,01676
649,3,J01AA13,60,Eravasykliini,eravacycline,10109
650,2,J1AB,10,Penisilliinit,,01160
651,3,J1ABA,10,Laajaspektriset penisilliinit,,01555
652,4,J01CA01,10,Ampisilliini,ampicillin,01402
653,4,J01CA04,20,Amoksisilliini,amoxicillin,01123
654,3,J1ABB,20,Beetalaktamaasiherkät penisilliinit,,01241
655,4,J01CE01,10,Bentsyylipenisilliini,benzylpenicillin,00003
656,4,J01CE02,20,Fenoksimetyylipenisilliini,phenoxymethylpenicillin,00503
657,4,J01CE08,30,Bentsyylipenisilliinibentsatiini,benzathine benzylpenicillin,01001
658,4,J01CE09,40,Prokaiinipenisilliini,procaine benzylpenicillin,01650
659,3,J1ABC,30,Beetalaktamaasiresistentit penisilliinit,,00783
660,4,J01CF01,10,Dikloksasilliini,dicloxacillin,00578
661,4,J01CF02,20,Kloksasilliini,cloxacillin,00395
662,4,J01CF05,30,Flukloksasilliini,flucloxacillin,09158
663,3,J1ABD,40,Penisilliinien yhdistelmävalmisteet,,00984
664,4,J01CR01,20,Ampisilliini ja beetalaktamaasin estäjä,ampicillin and beta-lactamase inhibitor,09396
665,4,J01CR02,30,Amoksisilliini ja beetalaktamaasin estäjä,amoxicillin and beta-lactamase inhibitor,00907
666,4,J01CR03,40,Tikarsilliini ja beetalaktamaasin estäjä,ticarcillin and beta-lactamase inhibitor,09368
667,4,J01CR05,50,Piperasilliini ja beetalaktamaasin estäjä,piperacillin and beta-lactamase inhibitor,01355
668,2,J1AC,10,Muut beetalaktaamirakenteiset bakteerilääkkeet,,00604
669,3,J01CA08,10,Pivmesillinaami,pivmecillinam,00810
670,3,J1ACA,10,Ensimmäisen polven kefalosporiinit,,00511
671,4,J01DB01,10,Kefaleksiini,cefalexin,00138
672,4,J01DB03,20,Kefalotiini,cefalotin,09223
673,4,J01DB04,30,Kefatsoliini,cefazolin,09224
674,4,J01DB05,40,Kefadroksiili,cefadroxil,00331
675,3,J1ACB,20,Toisen polven kefalosporiinit,,01201
676,4,J01DC01,10,Kefoksitiini,cefoxitin,11226
677,4,J01DC02,10,Kefuroksiimi,cefuroxime,01597
678,4,J01DC04,20,Kefaklori,cefaclor,00452
679,3,J1ACC,30,Kolmannen polven kefalosporiinit,,00998
680,4,J01DD01,10,Kefotaksiimi,cefotaxime,08907
681,4,J01DD02,20,Keftatsidiimi,ceftazidime,01659
682,4,J01DD04,30,"Keftriaksoni, myös yhdistelmävalmisteet",ceftriaxone,08895
683,4,J01DD52,40,Keftatsidiimi ja beetalaktamaasin estäjä,ceftazidime and beta-lactamase inhibitor,09847
684,3,J1ACD,40,Neljännen polven kefalosporiinit,,00514
685,4,J01DE01,10,Kefepiimi,cefepime,01464
686,4,J01DE51,11,Kefepiimi ja enmetatsobaktaami,cefepime and beta-lactamase inhibitor,11165
687,3,J1ACG,50,"Muut kefalosporiinit, myös yhdistelmävalmisteet",,09225
688,4,J01DI01,10,Keftobiprolimedokariili,ceftobiprole medocaril,09924
689,4,J01DI02,20,Keftaroliinifosamiili,ceftaroline fosamil,09226
690,4,J01DI04,30,Kefiderokoli,cefiderocol,10269
691,4,J01DI54,40,Keftolotsaani ja beetalaktamaasin estäjä,ceftolozane and beta-lactamase inhibitor,09583
692,3,J1ACE,60,Monobaktaamit,,01202
693,4,J01DF01,10,Atstreonaami,aztreonam,00546
694,4,J01DF51,11,Atstreonaami ja beetalaktamaasin estäjä,aztreonam and beta-lactamase inhibitor,11181
695,3,J1ACF,70,Karbapeneemit,,00239
696,4,J01DH02,10,Meropeneemi,meropenem,00152
697,4,J01DH52,10,Meropeneemi ja vaborbaktaami,meropenem and vaborbactam,10303
698,4,J01DH03,20,Ertapeneemi,ertapenem,00295
699,4,J01DH04,30,Doripeneemi,doripenem,00268
700,4,J01DH51,40,Imipeneemi ja silastatiini,imipenem and cilastatin,01430
701,4,J01DH56,60,"Imipeneemi, silastatiini ja relebaktaami","imipenem, cilastatin and relebactam",10234
702,2,J1AD,10,Sulfonamidit ja trimetopriimi,,01572
703,3,J01EA01,10,Trimetopriimi,trimethoprim,01179
704,3,J01EC02,15,Sulfadiatsiini,sulfadiazine,09209
705,3,J1ADA,20,Sulfonamidin ja trimetopriimin yhdistelmät,,00829
706,4,J01EE01,10,Sulfametoksatsoli ja trimetopriimi,sulfamethoxazole and trimethoprim,00178
707,4,J01EE02,20,Sulfadiatsiini ja trimetopriimi,sulfadiazine and trimethoprim,00410
708,2,J1AE,10,Makrolidit,,00500
709,3,J01FA01,10,Erytromysiini,erythromycin,01301
710,3,J01FA02,20,Spiramysiini,spiramycin,01471
711,3,J01FA06,30,Roksitromysiini,roxithromycin,01579
712,3,J01FA09,40,Klaritromysiini,clarithromycin,01429
713,3,J01FA10,50,Atsitromysiini,azithromycin,00222
714,3,J01FA15,60,Telitromysiini,telithromycin,01362
715,2,J1AG,10,Aminoglykosidit,,00921
716,3,J01GA01,10,Streptomysiini,streptomycin,08902
717,3,J01GB01,20,Tobramysiini,tobramycin,01141
718,3,J01GB03,30,Gentamisiini,gentamicin,00541
719,3,J01GB05,31,Neomysiini,neomycin,11158
720,3,J01GB06,40,Amikasiini,amikacin,00351
721,3,J01GB07,50,Netilmisiini,netilmicin,01172
722,2,J1AH,20,Fluorokinolonit,,01156
723,3,J01MA01,10,Ofloksasiini,ofloxacin,01607
724,3,J01MA02,20,Siprofloksasiini,ciprofloxacin,01640
725,3,J01MA06,30,Norfloksasiini,norfloxacin,01616
726,3,J01MA12,40,Levofloksasiini,levofloxacin,01389
727,3,J01MA14,50,Moksifloksasiini,moxifloxacin,01506
728,3,J01MA23,60,Delafloksasiini,delafloxacin,10220
729,2,J1AK,40,Peptidoglykaanit,,00641
730,3,J01XA01,10,Vankomysiini,vancomycin,00642
731,3,J01XA02,20,Teikoplaniini,teicoplanin,00360
732,3,J01XA04,30,Dalbavansiini,dalbavancin,09923
733,3,J01XA05,40,Oritavansiini,oritavancin,09677
734,2,J1AL,40,Muut bakteerilääkkeet,,00689
735,3,A07AA11,10,Rifaksimiini ,rifaximin,00837
736,3,A07AA12,10,Fidaksomisiini,fidaxomicin,09142
737,3,J01XB01,10,Kolistiini,colistin,03440
738,3,J01XC01,20,Fusidiinihappo,fusidic acid,01574
739,3,J01FF01,29,Klindamysiini,clindamycin,01536
740,3,J01XD01,30,Metronidatsoli,metronidazole,01698
741,3,J01XE01,40,Nitrofurantoiini,nitrofurantoin,01041
742,3,J01XX01,50,Fosfomysiini,fosfomycin,09369
743,3,J01XX05,70,Metenamiini,methenamine,00587
744,3,J01XX08,80,Linetsolidi,linezolid,00411
745,3,J01XX09,90,Daptomysiini,daptomycin,00646
746,3,J01XX11,100,Teditsolidi,tedizolid,09577
747,3,J01XX12,110,Lefamuliini,lefamulin,10300
748,2,D1DA,50,"Paikalliset antibiootit, kemoterapia",,01521
749,3,D06AX01,10,Fusidiinihappo,fusidic acid,01154
750,3,D06AX04,20,Neomysiini,neomycin,00538
751,3,D06AX07,30,Gentamisiini,gentamicin,09165
752,3,D06AX09,40,Mupirosiini,mupirocin,01633
753,3,D06AX13,50,Retapamuliini,retapamulin,08938
754,3,D06BA01,60,Hopeasulfadiatsiini,silver sulfadiazine,01026
755,3,D06BB10,70,Imikimodi,imiquimod,00812
756,3,D06BX01,80,Metronidatsoli,metronidazole,01261
757,3,D06BX03,100,Tirbanibuliini,tirbanibulin,10562
758,3,L01AA05,101,Kloorimetiini,chlormethine,10750
759,3,L01BC02,102,Fluorourasiili,fluorouracil,01637
760,3,L01BC52,102,"Fluorourasiili, yhdistelmävalmisteet","fluorouracil, combinations",09851
761,3,L01XD03,103,Metyyliaminolevulinaatti,methyl aminolevulinate,00833
762,3,L01XD04,103,Aminolevuliinihappo,aminolevulinic acid,00873
763,1,J1B,5,Sienilääkkeet,,01600
764,2,J1BB,10,Systeemiset sienilääkkeet,,01622
765,3,J04BA02,10,Dapsoni,dapsone,00877
766,3,J1BA,10,Imidatsoli- ja triatsolijohdokset,,01273
767,4,J02AB02,10,Ketokonatsoli,ketoconazole,01045
768,4,J02AC01,20,Flukonatsoli,fluconazole,00813
769,4,J02AC02,30,Itrakonatsoli,itraconazole,01621
770,4,J02AC03,40,Vorikonatsoli,voriconazole,00825
771,4,J02AC04,50,Posakonatsoli,posaconazole,01007
772,4,J02AC05,60,Isavukonatsoli,isavuconazole,09848
773,3,D01BA01,20,Griseofulviini,griseofulvin,09759
774,3,D01BA02,30,Terbinafiini,terbinafine,01490
775,3,J02AA01,40,Amfoterisiini,amphotericin B,00932
776,3,J02AX01,41,Flusytosiini,flucytosine,11160
777,3,J02AX04,50,Kaspofungiini,caspofungin,00872
778,3,J02AX05,60,Mikafungiini,micafungin,01255
779,3,J02AX06,70,Anidulafungiini,anidulafungin,01113
780,3,J02AX08,71,Retsafungiini,rezafungin acetate,11140
781,3,P01AX06,71,Atovakoni,atovaquone,08891
782,3,P01CX01,72,Pentamidiini-isetionaatti,pentamidine isethionate,09021
783,2,D1BA,20,Paikalliset sienilääkkeet,,00749
784,3,D01AA02,10,Natamysiini,natamycin,01006
785,3,D01AC01,20,Klotrimatsoli,clotrimazole,00156
786,3,D01AC02,30,Mikonatsoli,miconazole,01520
787,3,D01AC03,40,Ekonatsoli,econazole,01219
788,3,D01AC07,50,Tiokonatsoli,tioconazole,00548
789,3,D01AC08,60,Ketokonatsoli,ketoconazole,01307
790,3,D01AC10,70,Bifonatsoli,bifonazole,10227
791,3,D01AC20,80,Sienilääke ja kortikosteroidi,imidazoles/triazoles in combination with corticosteroids,00941
792,3,D01AE02,90,Metyylirosaniliini,methylrosaniline,09167
793,3,D01AE14,100,Siklopiroksi,ciclopirox,01457
794,3,D01AE15,110,Terbinafiini,terbinafine,00384
795,3,D01AE16,120,Amorolfiini,amorolfine,00389
796,3,D01AE20,130,Muut sienilääkkeiden yhdistelmävalmisteet,combinations,09168
797,1,J1D,6,Viruslääkkeet,,01149
798,2,J0AB,10,Herpes/sytomegalo/Ebstein-Barr -lääkkeet,,01074
799,3,J05AB01,10,Asikloviiri,aciclovir,01419
800,3,J05AB06,20,Gansikloviiri,ganciclovir,01375
801,3,J05AB09,30,Famsikloviiri,famciclovir,01411
802,3,J05AB11,40,Valasikloviiri,valaciclovir,00564
803,3,J05AB12,50,Sidofoviiri,cidofovir,09077
804,3,J05AB14,60,Valgansikloviiri,valganciclovir,00808
805,3,J05AD01,70,Foskarnetti,foscarnet,08908
806,3,J05AX10,71,Maribaviiri,maribavir,10832
807,3,J05AX18,80,Letermoviiri,letermovir,10081
808,2,J0ABA,11, B-hepatiittilääkkeet,,10692
809,3,J05AF05,10,Lamivudiini,lamivudine,01234
810,3,J05AF07,10,Tenofoviiridisoproksiili,tenofovir disoproxil,00850
811,3,J05AF08,11,Adefoviiridipivoksiili,adefovir dipivoxil,01031
812,3,J05AF10,12,Entekaviiri,entecavir,01169
813,2,J1DA,20,C-hepatiittilääkkeet,,09530
814,3,J05AP01,10,Ribaviriini,ribavirin,01083
815,3,J05AP02,19,Telapreviiri,telaprevir,09075
816,3,J05AP03,19,Bosepreviiri,boceprevir,09154
817,3,J05AP05,20,Simepreviiri,simeprevir,
818,3,J05AP56,30,"Sofosbuviiri, velpatasviiri ja voksilapreviiri","sofosbuvir, velpatasvir and voxilaprevir",09919
819,3,J05AP57,40,Glekapreviiri ja pibrentasviiri,glecaprevir and pibrentasvir,09935
820,3,J05AP07,50,Daklatasviiri,daclatasvir,
821,3,J05AP08,60,Sofosbuviiri,sofosbuvir,
822,3,J05AP09,70,Dasabuviiri,dasabuvir,
823,3,J05AP51,80,Sofosbuviiri ja ledipasviiri,sofosbuvir and ledipasvir,
824,3,J05AP53,90,"Ombitasviiri, paritapreviiri ja ritonaviiri","ombitasvir, paritaprevir and ritonavir",
825,3,J05AP54,100,Elbasviiri ja gratsopreviiri,elbasvir and grazoprevir,
826,3,J05AP55,110,Sofosbuviiri ja velpatasviiri,sofosbuvir and velpatasvir,
827,3,L03AB10,120,Peginterferonialfa-2b,peginterferon alfa-2b,01116
828,3,L03AB11,130,Peginterferonialfa-2a,peginterferon alfa-2a,00970
829,2,J1DAA,30,Muut hepatiittilääkkeet,,10310
830,3,J05AX28,10,Bulevirtidi,bulevirtide,10309
831,2,J1DB,40,Influenssaviruslääkkeet,,01368
832,3,J05AH01,10,Tsanamiviiri,zanamivir,01565
833,3,J05AH02,20,Oseltamiviiri,oseltamivir,00468
834,3,J05AH03,30,Peramiviiri,peramivir,10123
835,3,J05AX25,40,Baloksaviirimarboksiili,baloxavir marboxil,10501
836,3,J05AX27,41,Favipiraviiri,favipiravir,10784
837,2,J1DBA,41,COVID-19-lääkkeet,,10689
838,3,J05AB16,7,Remdesiviiri,remdesivir,10534
839,3,J05AE30,7,Nirmatrelviiri ja ritonaviiri,nirmatrelvir and ritonavir,10807
840,3,J06BD05,8,Sotrovimabi,sotrovimab,10806
841,3,J06BD03,9,Tiksagevimabi ja silgavimabi,tixagevimab and cilgavimab,10730
842,3,J06BD06,10,Regdanvimabi,regdanvimab,10976
843,3,J06BD07,10,Kasirivimabi ja imdevimabi,casirivimab and imdevimab,10977
844,3,J06BD09,11,Sipavibarti,sipavibart,11214
845,3,L04AC03,12,Anakinra,anakinra,01395
846,3,L04AC07,13,Tosilitsumabi,tocilizumab,00655
847,3,L04AJ10,14,Vilobelimabi,vilobelimab,11203
848,2,J1DC,50,HIV-lääkkeet,,
849,3,J1DCA,30,Proteaasin estäjät,,00340
850,4,J05AE01,10,Sakinaviiri,saquinavir,01206
851,4,J05AE02,20,Indinaviiri,indinavir,01233
852,4,J05AE03,30,Ritonaviiri,ritonavir,00661
853,4,J05AE07,40,Fosamprenaviiri,fosamprenavir,00985
854,4,J05AE08,50,Atatsanaviiri,atazanavir,01596
855,4,J05AE09,60,Tipranaviiri,tipranavir,00359
856,4,J05AE10,70,Darunaviiri,darunavir,01660
857,3,J1DCB,40,Käänteiskopioijaentsyymin estäjät,,00903
858,4,J05AF01,10,Tsidovudiini,zidovudine,01044
859,4,J05AF02,20,Didanosiini,didanosine,00635
